business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
OPERATIONAL,"{'location': {'lat': 40.925977, 'lng': -74.1425532}, 'viewport': {'northeast': {'lat': 40.9272627302915, 'lng': -74.14116796970848}, 'southwest': {'lat': 40.9245647697085, 'lng': -74.1438659302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Hacienda,{'open_now': False},"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111781138711108677290"">Hacienda</a>'], 'photo_reference': 'AW30NDxAsLfiSthip0MNb8EOeVOnOZN2Cq1nnzIMfWKPyH1sPLHgP4vIKJdtuTFqNowTuCha4WnAzG6Kmr3r_qvOr7BR4PdcTouvw27jwvHFwRWwjCb-Ox49aL-_6lYlDMGbcMCrfkHnAfDn7C-U8z4ovbL7CtQJFUWRZUBo3JsMhRlFgFyX', 'width': 1139}]",ChIJMRc2hmH8wokRtgXNVa-ztO4,"{'compound_code': 'WVG4+9X Paterson, NJ, USA', 'global_code': '87G7WVG4+9X'}",4.4,ChIJMRc2hmH8wokRtgXNVa-ztO4,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1680.0,"102 McLean Boulevard, Paterson",2.0,
OPERATIONAL,"{'location': {'lat': 40.924143, 'lng': -74.1805686}, 'viewport': {'northeast': {'lat': 40.9254383302915, 'lng': -74.1792913697085}, 'southwest': {'lat': 40.92274036970851, 'lng': -74.1819893302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Checkers,{'open_now': True},"[{'height': 1966, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109489638079859437962"">Checkers</a>'], 'photo_reference': 'AW30NDw7Czn4O3SdrVRaGpYlka0KbnON4dmQRrK11yWrl7m-hLcKsAVw1VTG8bE3FUttnG2x-ZFtjdzAW3BlF-nSVPSSS1VvP-rpte9kHfHh8LE_1C9XrQz_pTrpNHt5aP-QEZaQ73DYvYI8XAi_TXPtPI9Vhpls5KyEsuOX7SYirC5PdydT', 'width': 2795}]",ChIJ2U7bBbf9wokR-jwuNju3v_Q,"{'compound_code': 'WRF9+MQ Paterson, NJ, USA', 'global_code': '87G7WRF9+MQ'}",3.7,ChIJ2U7bBbf9wokR-jwuNju3v_Q,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",774.0,"220 West Broadway, Paterson",1.0,
OPERATIONAL,"{'location': {'lat': 40.9149476, 'lng': -74.1767953}, 'viewport': {'northeast': {'lat': 40.91627778029149, 'lng': -74.1754940197085}, 'southwest': {'lat': 40.9135798197085, 'lng': -74.1781919802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Tia Delia,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104294602605559224877"">El Suave Records</a>'], 'photo_reference': 'AW30NDx9gCU4OAOy7zZlhwM82R-CLYzufto9lGijfl1tgk6knAYpMqzjiwWUXcbXi0XrbtnO5WyRznlZ9vTOHwM0k5GyPXd2DzMhYKDj0zy1_f7QeFzH96JM8MpaF7Za1Gd816dwLak6AJIRfLfPd4fsaYkaKBw7tKCjoKatkc53aKhcO2Nk', 'width': 4032}]",ChIJ68kUHcz9wokREZIoerW_IBQ,"{'compound_code': 'WR7F+X7 Paterson, NJ, USA', 'global_code': '87G7WR7F+X7'}",4.1,ChIJ68kUHcz9wokREZIoerW_IBQ,GOOGLE,"['furniture_store', 'restaurant', 'food', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",754.0,"28 Market Street A, Paterson",2.0,
OPERATIONAL,"{'location': {'lat': 40.9226646, 'lng': -74.1922989}, 'viewport': {'northeast': {'lat': 40.9240740302915, 'lng': -74.19107646970848}, 'southwest': {'lat': 40.92137606970851, 'lng': -74.1937744302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,E & V,{'open_now': False},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102236346511024983015"">Joseph Fabian</a>'], 'photo_reference': 'AW30NDyty3dM5qlXjhd4cXBPRavujvF594ZROKBnXxR-YDKNB2PGw_Gu28HgJ3BValYyKEHZgVmPiaMceS-HrCTyCfr0TVPh036paWriveQfyi62IUJ4rS073z7j8kh4dAmj3ZstkPZAAN9klbTBNimyJxcIvTvIZ8YpmwVYvtzEMZvAxRZx', 'width': 4160}]",ChIJxatAdr_9wokRSt-e1qJkXyg,"{'compound_code': 'WRF5+33 Paterson, NJ, USA', 'global_code': '87G7WRF5+33'}",4.5,ChIJxatAdr_9wokRSt-e1qJkXyg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",462.0,"320 Chamberlain Avenue, Paterson",2.0,
OPERATIONAL,"{'location': {'lat': 40.91566050000001, 'lng': -74.170063}, 'viewport': {'northeast': {'lat': 40.9170538302915, 'lng': -74.16888716970848}, 'southwest': {'lat': 40.91435586970851, 'lng': -74.1715851302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Plaza Cafe & Catering,{'open_now': True},,ChIJ1xAoujT8wokRz8Dj5SuhzeM,"{'compound_code': 'WR8H+7X Paterson, NJ, USA', 'global_code': '87G7WR8H+7X'}",5.0,ChIJ1xAoujT8wokRz8Dj5SuhzeM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,"100 Hamilton Plaza, Paterson",,
OPERATIONAL,"{'location': {'lat': 40.91887289999999, 'lng': -74.1711857}, 'viewport': {'northeast': {'lat': 40.9202660802915, 'lng': -74.16983436970848}, 'southwest': {'lat': 40.9175681197085, 'lng': -74.1725323302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Joe's Pizzeria,{'open_now': False},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114169947350488261396"">Chefclydejjcc7@aim.com Clydededey29@gmail.com</a>'], 'photo_reference': 'AW30NDwNA1YMk_K7_HNzX_wllQr868stjTY-BGKzADwM1y2je1ZbQxs_eCzeNd4po4coe7-N8V7uJFaxqLgKKD4Ii3AAXVyoce1r2Pz4X7QJhV0YOYGN2R_3glr742c_NEfnZDP_1fZoN1mxOiFr_jNo8cBRqwd6j3dt8gpchhZdH-hNN8FT', 'width': 3120}]",ChIJuxJ_tMr9wokR1WRT6Iz4P84,"{'compound_code': 'WR9H+GG Paterson, NJ, USA', 'global_code': '87G7WR9H+GG'}",4.6,ChIJuxJ_tMr9wokR1WRT6Iz4P84,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",68.0,"102 Broadway, Paterson",1.0,
OPERATIONAL,"{'location': {'lat': 40.912024, 'lng': -74.174191}, 'viewport': {'northeast': {'lat': 40.9133002302915, 'lng': -74.17278626970848}, 'southwest': {'lat': 40.91060226970851, 'lng': -74.17548423029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Taqueria Brenda Lee III,{'open_now': True},"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110613659700849797301"">Taqueria Brenda Lee III</a>'], 'photo_reference': 'AW30NDxwg_AsG9ALcH8OyJj6XIVAhKSRaE2UR_vfqkWUypj8uyFpvKXWDRRzBoYpCoulNOOB714HThNWh3ywrie9yKDW8JNWzfa720SA8Y2Suex80RjfUFDdsXCL-9WeY-UN603P3Pt3VYUZWG56QCfYAgUakZB-SBjuxBYnM3LUTCLPyc_g', 'width': 3264}]",ChIJe0rbps39wokReh54jm7I0RE,"{'compound_code': 'WR6G+R8 Paterson, NJ, USA', 'global_code': '87G7WR6G+R8'}",4.3,ChIJe0rbps39wokReh54jm7I0RE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",367.0,"331 Grand Street, Paterson",1.0,
CLOSED_TEMPORARILY,"{'location': {'lat': 40.916828, 'lng': -74.166079}, 'viewport': {'northeast': {'lat': 40.9181987302915, 'lng': -74.16485006970849}, 'southwest': {'lat': 40.9155007697085, 'lng': -74.1675480302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Puerto Plata Restaurant,,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115405341796988832423"">Adonis “Doni B.” Burris</a>'], 'photo_reference': 'AW30NDxePTvwsMURkoJgey-kH1jmlq0WjIJnneqyTMIQzxU31QFgB6YRQsTyec_6K135ya5sWmLdPBPj6ygxsxW4bnFpd5wOs6DSy68ikRnTpdOAirzgMzxER38YNo46k9v1s8QH-0-hcZ2V0DwgonHndAyLqZP4haLRZmqy0sPBNNBSxHIA', 'width': 4032}]",ChIJk8QtzDX8wokRysb7driCIK0,"{'compound_code': 'WR8M+PH Paterson, NJ, USA', 'global_code': '87G7WR8M+PH'}",4.1,ChIJk8QtzDX8wokRysb7driCIK0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",75.0,"217 Straight Street, Paterson",1.0,True
OPERATIONAL,"{'location': {'lat': 40.9150525, 'lng': -74.165415}, 'viewport': {'northeast': {'lat': 40.9163213802915, 'lng': -74.16411321970848}, 'southwest': {'lat': 40.9136234197085, 'lng': -74.1668111802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bonao Con Clase,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106952680536166458017"">William Toro</a>'], 'photo_reference': 'AW30NDzoi1-knmtBOcL6dQB2I3PWUKcmrv6v7idZ3EpisKmStiJyyzwm9hC4HF1_jRk8HJJcTrcyOT748ksqnMyZM-nQRW_Y6CDlTvYFXd4O9WwR8Gq9bt-9Dllouuw6bjPCn3Uz0fMlkXvHOJoH_P2dgZ6pT9YeSN77DXTxFymDJLIfsgt_', 'width': 4032}]",ChIJpd7vGzT8wokRxT95oXr1oYo,"{'compound_code': 'WR8M+2R Paterson, NJ, USA', 'global_code': '87G7WR8M+2R'}",4.0,ChIJpd7vGzT8wokRxT95oXr1oYo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",120.0,"307 Market Street, Paterson",1.0,
OPERATIONAL,"{'location': {'lat': 40.9269299, 'lng': -74.15093519999999}, 'viewport': {'northeast': {'lat': 40.92829693029149, 'lng': -74.14968761970849}, 'southwest': {'lat': 40.9255989697085, 'lng': -74.1523855802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Win Wah,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107104794303745188777"">Ramon Vazquez</a>'], 'photo_reference': 'AW30NDzYUTMp-39-Nx2F7DdK_RD3gWt3CglozYH8-9h9sDxzAiKYQtvYgPwq0jIUiDe_i6zKVO5-c5cj6xFEaOW9fUn94V9RWc6rsKhvUA1EYwqv9-WuouJOszBcDnWhR2yL5OF2oYWsEZ_LjR-be9XuJDzcztQmGhX4uL-jj2YUG5q7O388', 'width': 4032}]",ChIJ6eyc0lz8wokRq6Vk1XJXrDY,"{'compound_code': 'WRGX+QJ Paterson, NJ, USA', 'global_code': '87G7WRGX+QJ'}",4.1,ChIJ6eyc0lz8wokRq6Vk1XJXrDY,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",110.0,"401 Madison Avenue, Paterson",1.0,
OPERATIONAL,"{'location': {'lat': 40.9220616, 'lng': -74.1843696}, 'viewport': {'northeast': {'lat': 40.9233197302915, 'lng': -74.18294801970849}, 'southwest': {'lat': 40.9206217697085, 'lng': -74.1856459802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,New Wo Hop III,{'open_now': True},,ChIJB_Fpc7j9wokRmQCRPiTpGdE,"{'compound_code': 'WRC8+R7 Paterson, NJ, USA', 'global_code': '87G7WRC8+R7'}",3.9,ChIJB_Fpc7j9wokRmQCRPiTpGdE,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",51.0,"447 Union Avenue, Paterson",,
OPERATIONAL,"{'location': {'lat': 40.9116275, 'lng': -74.1744136}, 'viewport': {'northeast': {'lat': 40.9130236302915, 'lng': -74.17311151970848}, 'southwest': {'lat': 40.9103256697085, 'lng': -74.1758094802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Joe's Grand Street Chinese Restaurant,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101435563389591916347"">Asiff Wahid</a>'], 'photo_reference': 'AW30NDyQvBc4Ov2sNzOFi7nuNp8H4fSywgTPUgMJJxZxVtxkq8tdVykAQjERbmpEF8XgO-qDItisLlXB6niMkKo_BbbFp1RLuL2puA83yPX0OPHATN1_H5yJk8-4chuUefgEFl_6mWBDSrO1yccUAQhv1yvV0A7JTrYdAGqd8BYLCbd_gVqd', 'width': 4032}]",ChIJg61Ros39wokRpRjhfQ5ZQHM,"{'compound_code': 'WR6G+M6 Paterson, NJ, USA', 'global_code': '87G7WR6G+M6'}",4.2,ChIJg61Ros39wokRpRjhfQ5ZQHM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",129.0,"322 Grand Street, Paterson",,
